的	白勺
邮	由阝
毁	臼工殳
体	人本
优	人𠂇
犹	犬𠂇
肮	月亢
凑	冫廾天
痒	疒羊
烛	火虫
怜	心令
惊	心京
羡	羊冫欠
洁	水士口
垦	艮土
竪	臣又立
篱	竹亠乂凵禸
胇	月弓八
灯	火丁
粧	米广土
鑵	金艸口口隹
媮	女亼月刀
舋	臼同冂且
橱	木厂豆寸
减	冫戌口
耻	耳止
忾	心气
厨	厂豆寸
蹰	足厂豆寸
凛	冫亠回示
奬	爿肉寸大
搥	扌辵㠯
薴	艸宀心皿丁
叡	卜冂一八人目又
耡	耒且力
饟	食衣口口甘
欸	厶矢欠
厦	厂頁夂
厮	厂其斤
亲	立木
届	尸由
瑯	王良阝
鶏	爪夫鳥
瘉	疒亼月刀
鱫	魚爪冂心夂
袪	衤去
餬	食古月
煖	火爪二丿又
埼	土大丁口
楄	木戶冊
殽	乂𠂇月殳
珐	王去
徬	行亠八冂方
鉆	金卜口
琎	王辵井
蹠	足广廿火
腘	月圍玉
釆	釆
摀	扌烏
碶	石丰刀大
厢	厂木目
厠	厂貝刀
籴	人米
忧	心𠂇
伕	人夫
禀	亠回示
幵	干干
眞	真
繈	糸弓厶虫
埜	木木土
疍	疋日一
説	言公儿
詻	言夂口
鼇	敖黽
嵒	三口山
餽	食鬼
粏	米太
叠	三又冂且
湣	水民日
俵	人表
开	一廾
录	彑
献	十冂半犬
园	圍一兀
杀	乂木
卬	匕卩
寻	彐寸
邓	又阝
茍	艸勹口
吓	口下
彔	彑
瓖	王衣口口甘
挶	扌尸㇕口
菫	艸一口丰
偪	人畐
僣	人夫夫日
沨	水風
栒	木勹日
鐎	金隹火
萹	艸戶冊
嘡	口尚土
譔	言巳巳艸廾
殰	歹士四貝
撦	扌大者
箄	竹卑
鎯	金良阝
餈	冫欠食
溇	水婁
缐	糸白水
触	角虫
梽	木士心
媭	彡頁女
敩	⺍冂子攴
峃	⺍冂山
栐	木永
訢	言斤
勣	丰貝力
拃	扌乍
櫂	木羽隹
閲	門公儿
偽	人爲
鎷	金馬
搾	扌穴乍
槜	木隹乃
蹾	足京子攴
鐏	金八酉寸
顔	立厂彡頁
权	木又
杂	九木
丽	麗
垯	土辵大
币	丿巾
仅	人又
澛	水魚日
沟	水勹厶
灵	彐火
叇	云辵尹⺍
萚	艸扌又扌
翙	山夕羽
箓	竹彑
偺	人夂卜日
鏆	金貫
浕	水尺冫
媿	女鬼
茧	艸虫
杧	木亡
鰙	魚艸𠂇口
鯎	魚成
怀	心不
濬	水卜冂一八人目
汈	水㇕一
塆	土亦弓
摃	扌工貝
蒅	艸水九木
蟺	虫亠回日一
洟	水大弓
睍	目見
佪	人回
澂	水山一王攴
彊	弓三田田
﨟	艸月日勹亡
蓢	艸良月
酛	酉一兀
䶮	龍天
圙	圍八面
蹽	足一火日小
峧	山文八
箠	竹垂
儸	人四糸隹
剉	从土刀
鳤	魚竹宀㠯
魞	魚人
褎	衣爪禾
濹	水黑土
婫	女日比
絺	糸乂𠂇巾
袰	母衣
扺	扌氏
茓	艸穴
㭎	木冂乂
柽	木又土
硔	石艸廾
蹻	足丿大口冂口
啗	口𠂊臼
昙	日云
崠	山東
积	禾口八
敌	舌攴
侚	人勹日
鈇	金夫
銶	金求
魹	魚毛
浬	水里
絶	糸𠂊巴
鬶	夫見鬲
壈	土亠回禾
块	土夬
毮	扌少毛
挘	扌少力
薳	艸辵土口衤
薭	艸禾卑
桛	木卜二卜
橦	木立田土
鶍	日勿鳥
峂	山夂冫
籡	竹扌亼口口从
䅟	禾厶大彡
劄	竹亼口刀
卽	白匕卩
㑇	人𠂊彐
鱪	魚日者
鱛	魚曾
匋	勹缶
鱜	魚阝良阝
庼	广匕頁
滧	水文八攴
襅	衤畢
屝	尸非
嗧	力口亼冊
紬	糸由
嚮	阝良阝宀口
殻	士冂几殳
搆	扌甘冄
搯	扌爪臼
挌	扌夂口
棊	其木
棡	木网山
噚	口彐工口寸
瞜	目婁
筴	竹大从
餔	食甫
餗	食束
舘	舍宀㠯
鑪	金虎田皿
备	夂田
謡	言爪缶
詶	言⺍巛
訑	言也
痳	疒木木
关	䒑大
忏	心千
汍	水丮
溈	水爲
队	阝人
緑	糸彑
墫	土八酉寸
鶄	青鳥
騧	馬咼
駃	馬夬
撢	扌西日十
撝	扌爲
㧐	扌又又
鷰	廿口北鳥
懃	堇力心
䓬	艸卜日十
䓖	艸穴力
蘗	艸尸口辛木
鶒	束力鳥
軏	車兀
輗	車臼儿
軨	車令
㰀	木禾丿刀人水
楙	木矛木
碕	石大丁口
囓	口丰刀止齒
啣	口午止卩
㘎	口門敢
僊	人西大巳
㿠	白光
儁	人隹弓
鎗	金倉
貙	豸匚三口
貍	豸里
録	金彑
鐍	金矛内口
䏝	月專
鱰	魚四者
鮸	魚象儿
鮟	魚宀女
譊	言堯
諰	言田心
譅	言刀丶刀丶止止
旛	㫃釆田
凅	冫圍古
㤘	心𠂊彐
鸂	水爪幺大鳥
宪	宀先
㮣	艮旡木
勦	巛果力
纁	糸千四土火
婬	女爪壬
毌	貫
现	王見
个	竹
说	言公儿
为	爲
没	水殳
这	辵文
对	又寸
发	丿犬㇕
两	一冂从
项	工頁
专	專
来	來
动	云力
长	長
联	耳䒑大
帮	丰阝巾
热	扌丮火
拨	扌丿犬㇕
带	帶
节	艸卩
标	木示
横	木黃
龙	龍
页	頁
顾	厂卩頁
车	車
区	匚乂
暂	車斤日
轨	車九
软	車欠
点	卜口火
旧	丨日
齿	齒
别	另刀
员	口貝
吗	口馬
时	日寸
业	业
当	小彐
电	申
贱	貝戔
败	貝攴
内	内
贩	貝反
见	見
赔	貝立口
县	且厶
税	禾公儿
气	气
传	人專
顺	巛頁
们	人門
伪	人爲
会	會
领	令頁
从	从
镇	金真
须	彡頁
钱	金戔
钻	金卜口
钢	金冂乂
铁	金失
铬	金夂口
胀	月長
腻	月弋二貝
独	犬虫
肿	月中
风	風
脱	月公儿
鱼	魚
条	夂木
乐	𠂆木
争	𠂊尹
鸟	鳥
讲	言井
让	言上
调	言用口
齐	齊
诉	言斥
设	言殳
该	言亥
变	亦又
装	爿士衣
闻	門耳
闭	門才
问	門口
间	門日
门	門
将	爿夕寸
应	广⺍一
疗	疒了
废	广丿犬㇕
类	米大
炼	火柬
总	公心
单	八甲一
粮	米良
数	婁攴
洒	水西
滤	水虎心
测	水貝刀
学	⺍冂子
汉	水又
泼	水丿犬㇕
宽	宀艸見
军	冂車
补	衤卜
审	宀申
实	宀冫大
马	馬
层	尸云
颇	皮頁
观	又見
难	又隹
验	馬亼⺍一
买	㇕冫大
骗	馬戶冊
张	弓長
阳	阝日
费	弓八貝
办	力八
阴	阝月
习	羽
弹	弓八甲一
随	阝辵𠂇月
红	糸工
续	糸十㇕冫大
纯	糸屯
细	糸田
组	糸且
统	糸了儿
断	米乚斤
编	糸戶冊
经	糸巠
顸	干頁
蚕	天虫
顶	丁頁
鹉	戈止鳥
垩	亞土
严	一业丿
亚	亞
恶	亞心
画	一田凵
残	歹戔
殒	歹口貝
歼	歹千
殓	歹亼⺍一
殁	歹殳
殡	歹宀斤廾
灭	一火
虿	一力虫
迈	辵一力
坛	土云
墙	土土八回
盐	土卜皿
韦	二㐄
颉	士口頁
埘	土日寸
坝	土貝
趱	走先先貝
进	辵井
辇	夫夫車
规	夫見
赵	走乂
顽	一兀頁
远	辵一兀
趋	走𠂊彐
坟	土文
圹	土广
颊	大䒑頁
夹	大䒑
郏	大䒑阝
壶	士冂业
壳	士冂几
声	士尸
韫	二㐄日皿
场	土昜
韬	二㐄爪臼
运	辵云
玮	王二㐄
寿	丰寸
焘	丰寸火
耢	耒艸冂力
环	王不
珑	王龍
顼	王頁
琏	王辵車
职	耳口八
璎	王貝貝女
责	丰貝
瑶	王爪缶
玑	王几
靓	青見
静	青𠂊尹
麸	丰夂夫
𬍛	王𠂆木
艳	丰𠂊巴
聪	耳公心
耧	耒婁
聍	耳宀丁
鬓	長彡宀斤廾
玛	王馬
聂	耳又又
抚	扌無
挟	扌大䒑
摄	扌耳又又
挝	扌辵寸
捞	扌艸冂力
抴	扌世
拢	扌龍
挞	扌辵大
拣	扌柬
抠	扌匚乂
摅	扌虎心
损	扌口貝
挡	扌小彐
摆	扌四去
拥	扌用
攒	扌先先貝
捡	扌亼⺍一
抡	扌人匕
抢	扌倉
摇	扌爪缶
垫	扌丮土
蛰	扌丮虫
挚	扌丮手
执	扌丮
抛	扌九力
絷	扌丮糸
撸	扌魚日
换	扌𠂊冂大
搀	扌象儿冫
挣	扌𠂊尹
挤	扌齊
过	辵寸
扩	扌广
扪	扌門
搁	扌門夂口
掷	扌䒑大阝
搂	扌婁
㧟	扌水匚
搅	扌⺍冂見
拧	扌宀丁
挥	扌冂車
撺	扌穴中中
护	扌戶
摈	扌宀斤廾
扫	扌彐
摊	扌又隹
扬	扌昜
报	扌卩又
掺	扌厶大彡
拟	扌厶人
荚	艸大䒑
苇	艸二㐄
苌	艸長
协	十力八
鞯	革艸才子
蔷	艸土八回
茏	艸龍
荙	艸辵大
载	十戈車
莲	艸辵車
莴	艸咼
颧	艸口口隹頁
𦭜	艸口八
莳	艸日寸
蓝	艸監
黄	黃
蓦	艸日大馬
蔂	艸田糸
苘	艸冂口
贳	世貝
颠	真頁
苋	艸見
荞	艸丿大八
蔹	艸亼⺍一攴
获	艸犬犬
茑	艸鳥
藷	艸言者
蔼	艸言日勹亡
𬜬	艸門口
蔺	艸門隹
蒋	艸爿夕寸
丧	土八衤
啬	土八回
蕲	艸八甲一斤
荡	艸水昜
苎	艸宀一
茔	艸冂土
莹	艸冂玉
荣	艸冂木
荤	艸冂車
萤	艸冂虫
营	艸冂呂
荥	艸冂水
蓥	艸冂金
荧	艸冂火
劳	艸冂力
萦	艸冂糸
茎	艸巠
萧	艸尹𣶒
卖	十㇕冫大
艺	艸乙
荪	艸子小
苏	艸力八
荫	艸阝月
萨	艸阝立厂
蕴	艸糸日皿
药	艸糸勺
飘	西示風
杇	木一丂
枨	木長
樯	木土八回
栉	木艸卩
梦	木木夕
颥	雨而頁
桮	木不口
栊	木龍
雳	雨厂力
栋	木東
栈	木戔
枢	木匚乂
梿	木辵車
梱	木圍木
档	木小彐
贾	西貝
枧	木見
枣	朿冫
桥	木丿大八
酰	酉先
霉	雨每
检	木亼⺍一
枪	木倉
枫	木風
橹	木魚日
赖	束𠂊貝
榇	木立木
霁	雨齊
术	术
酿	酉良
桩	木广土
榈	木門呂
楼	木婁
槟	木宀斤廾
树	木又寸
棂	木彐火
椭	木阝𠂇月
杨	木昜
厅	厂丁
厉	厂一力
压	厂土丶
硖	石大䒑
砖	石專
夺	大寸
硕	石頁
厌	厂犬
砗	石車
奁	大匚乂
𬒔	石止月
还	辵不
碍	石日一寸
厕	厂貝刀
砚	石見
垄	龍土
砻	龍石
詟	龍言
赝	厂人隹貝
矶	石几
砜	石風
飙	三犬風
袭	龍衣
态	太心
矿	石广
牵	大冂牛
码	石馬
历	厂力
础	石出
轩	車干
辆	車一冂从
辕	車土口衤
贰	弋二貝
转	車專
辄	車耳乚
连	辵車
轰	車又又
轧	車乚
辅	車甫
颐	臣頁
尧	堯
翘	堯羽
轾	車至
卧	臣卜
轳	車卜尸
辑	車口耳
匮	匚中一貝
轵	車口八
轴	車由
东	東
辊	車日比
辋	車网亡
盏	戔皿
轿	車丿大八
轷	車爪丁
输	車亼月刀
辁	車人王
殴	匚乂殳
轮	車人匕
堑	車斤土
錾	車斤金
鸦	牙鳥
较	車文八
辙	車了月攴
辘	車鹿
辚	車米舛
辖	車宀丰口
轻	車巠
辗	車尸廿衤
轺	車刀口
轫	車刀丶
顿	屯頁
辎	車巛田
蛱	虫大䒑
龉	齒五口
螨	虫艸一冂从
螮	虫帶
蛲	虫堯
龇	齒止匕
战	卜口戈
蝇	虫黽
蜗	虫咼
卤	卜圍乂
蛳	虫刀一巾
频	步頁
虚	虎业
蛊	虫皿
贞	卜貝
蚬	虫見
龄	齒令
赀	止匕貝
蜕	虫公儿
蝉	虫八甲一
虑	虎心
蛏	虫又土
颅	卜尸頁
龌	齒尸至
卢	卜尸
蚂	虫馬
虏	虎力
吴	吳
哑	口亞
贵	中一貝
围	圍二㐄
踌	足丰寸
啧	口丰貝
唛	口丰夂
蹑	足耳又又
𠳐	口丰阝
团	圍才
蹒	足艸一冂从
喷	口屮貝
躏	足艸門隹
呓	口艸乙
嗹	口辵車
咙	口龍
哒	口辵大
𠮟	口七
跷	足堯
践	足戔
呕	口匚乂
嘘	口虎业
啮	口齒
虽	口虫
颚	口口一丂頁
圆	圍口貝
骂	口口馬
黾	黽
呗	口貝
啰	口四夕
郧	口貝阝
跃	足丿大
躜	足先先貝
响	口宀口
哗	口華
囵	圍人匕
呛	口倉
嗳	口爪冂𠂇又
叽	口几
鹃	口月鳥
噜	口魚日
唤	口𠂊冂大
图	圍夂冫
鸣	口鳥
跻	足齊
踯	足䒑大阝
喽	口婁
咛	口宀丁
蹿	足穴中中
吣	口心
嘱	口尸禹
啸	口尹𣶒
哟	口糸勺
题	是頁
师	刀一巾
韪	是二㐄
𬀩	日二㐄
畴	田丰寸
颗	果頁
晒	日西
昽	日龍
辉	光冂車
辈	非車
晓	日堯
鸭	甲鳥
显	日业
帅	刀巾
𬀪	日見
临	監口丨
监	監
览	監見
鉴	監金
晔	日華
尘	小土
暧	日爪冂𠂇又
鶗	是鳥
旷	日广
邺	业阝
凿	业凵
尝	小冂云
晕	日冂車
赏	尚貝
归	刀彐
贤	二又貝
肾	二又月
竖	二又立
紧	二又糸
畅	申昜
赋	貝戈止
赇	貝求
屿	山牙一
峡	山大䒑
罢	四去
帱	巾丰寸
帐	巾長
账	貝長
帻	巾丰貝
财	貝才
瞒	目艸一冂从
巅	山真頁
嵘	山艸冂木
赎	貝十㇕冫大
赙	貝甫寸
颛	山而頁
眬	目龍
贿	貝𠂇月
鸯	冂大鳥
贼	貝戈𠂇
岽	山東
岖	山匚乂
崭	山車斤
贴	貝卜口
帧	巾卜貝
帜	巾口八
贶	貝口儿
刚	冂乂刀
赐	貝日勿
幞	巾业大
岿	山刀彐
𪾢	目見
婴	貝貝女
峤	山丿大八
贝	貝
赌	貝者
则	貝刀
赂	貝夂口
岚	山風
岁	山夕
睁	目𠂊尹
购	貝勹厶
罚	四言刀
赃	貝广土
赠	貝曾
赕	貝火火
赚	貝兼
髅	骨婁
贮	貝宀一
髋	骨宀艸見
髌	骨宀斤廾
峄	山又扌
瞩	目尸禹
赆	貝尺冫
剀	山己刀
觊	山己見
凯	山己几
岂	山己
悬	且厶心
丢	丿去
筹	竹丰寸
箨	竹扌又扌
穑	禾土八回
迁	辵千
犊	牛十㇕冫大
笼	竹龍
乔	丿大八
箧	竹匚大䒑
笺	竹戔
毡	毛卜口
乱	舌乚
鹄	牛口鳥
篮	竹監
笕	竹見
笔	竹毛
签	竹亼⺍一
秃	禾几
頽	禾几頁
颓	禾几頁
称	禾尔
赞	先先貝
选	辵先
稳	禾𠂊彐心
鹅	我鳥
辞	舌辛
简	竹門日
篓	竹婁
氢	气巠
箫	竹尹𣶒
笃	竹馬
笾	竹辵力
俩	人一冂从
粤	宀米一丂
侠	人大䒑
伟	人二㐄
伥	人長
债	人丰貝
偾	人屮貝
牍	爿十㇕冫大
鸺	人木鳥
侥	人堯
贷	人弋貝
舆	臼車廾
躯	身匚乂
侦	人卜貝
俣	人吳
侣	人呂
侧	人貝刀
伣	人見
皑	白山己
侨	人丿大八
赁	人壬貝
伤	人𠂉力
俭	人亼⺍一
伦	人人匕
华	華
倾	人匕頁
货	化貝
储	人言者
侪	人齊
奥	宀米大
鹪	隹火鳥
偻	人婁
伫	人宀一
傧	人宀斤廾
侬	人冂衤
傩	人又隹
亿	人乙
龛	亼口龍
剑	亼⺍一刀
敛	亼⺍一攴
刽	會刀
饵	食耳
仓	倉
馕	食一中冂口口甘衤
馍	食艸日大
馓	食廿月攴
饽	食十冂子
弑	乂木弋工
刹	乂木刀
饶	食堯
饯	食戔
彻	行七刀
饨	食屯
衔	行金
馈	食中一貝
馄	食日比
饪	食壬
饫	食丿大
饿	食我
饰	食𠂉巾
饬	食𠂉力
饷	食宀口
馊	食申又
丛	从一
耸	从耳
怂	从心
爷	父卩
饭	食反
馁	食爪女
饥	食几
馋	食象儿冫
馅	食𠂊臼
饮	食欠
仑	人匕
馏	食卯田
饱	食勹巳
颔	今口頁
贪	今貝
伞	傘
饼	食并
馐	食羊丑
邻	令阝
馆	食宀㠯
蚀	食虫
饲	食司
颁	分頁
戗	倉戈
创	倉刀
贫	分貝
饧	食昜
颂	公頁
饴	食厶口
钘	金一廾
钉	金丁
铐	金耂丂
𫓯	金土土
铼	金來
锗	金者
铑	金耂
铗	金大䒑
钍	金土
铸	金丰寸
铒	金耳
𬬮	金長
锖	金青
钰	金玉
镊	金耳又又
钳	金甘
𫓹	金其
针	金十
锘	金艸𠂇口
钴	金古
错	金廿日
质	𠂆十貝
镬	金艸隹又
𫟹	金艸廾
钵	金本
铺	金甫
𬭊	金木土
镭	金雨田
𬬸	金术
锛	金奔
钚	金不
铕	金𠂇月
钛	金太
镣	金一火日小
𫟼	金辵大
钹	金犬㇕
铚	金至
铙	金堯
钷	金匚口
𬬩	金弋
铖	金成
铽	金弋心
链	金辵車
钜	金巨
铘	金牙阝
钺	金戉
钋	金卜
舻	舟卜尸
锃	金口王
铟	金圍大
锢	金圍古
钟	金中
铝	金呂
锅	金咼
𫓶	金口月
钽	金日一
锂	金里
钊	金刀
锞	金果
钿	金田
锁	金小貝
钞	金少
销	金小月
锡	金日勿
镤	金业大
镗	金尚土
铛	金小彐
铜	金同
盘	舟皿
钠	金内
钡	金貝
舰	舟見
钼	金目
锄	金且力
钎	金千
锇	金我
锆	金牛口
锺	金千田土
锸	金千臼
铣	金先
锹	金禾火
锈	金禾乃
锻	金厂三殳
锽	金白王
钏	金巛
镍	金自木
锥	金隹
铂	金白
锦	金白巾
镌	金隹乃
铨	金人王
𬬱	金斤
铩	金乂木
锉	金从土
钤	金今
铃	金令
舱	舟倉
锾	金爪二丿又
钐	金彡
锨	金斤欠
钣	金反
钒	金凡
铅	金公
钥	金月
锋	金夂丰
铭	金夕口
镥	金魚日
铆	金卯
钦	金欠
钓	金勺
钧	金勹冫
铮	金𠂊尹
钩	金勹厶
锌	金辛
锫	金立口
镜	金立日儿
铈	金市
铲	金立厂
铱	金衣
镑	金亠八冂方
锒	金良
钫	金方
锎	金門一廾
钭	金斗
镀	金广廿又
镧	金門柬
锏	金門日
钔	金門
锵	金爿夕寸
镰	金广兼
镁	金羊大
鋭	金公儿
锐	金公儿
镨	金並日
钬	金火
锬	金火火
锑	金八弓丨丿
镂	金婁
铫	金兆
铴	金水昜
锭	金宀正
爱	爪冂𠂇又
镩	金穴中中
铋	金必
镔	金宀斤廾
释	釆又扌
锯	金尸古
铍	金皮
镅	金眉
银	金艮
铌	金尸匕
钗	金又丶
𬬿	金刀口
锰	金子皿
镄	金弓八貝
钌	金了
键	金廴尹二
铷	金女口
锱	金巛田
钕	金女
钆	金乚
𬭁	金母
橥	犬者木
䏡	月示
肤	月夫
狭	犬大䒑
𦙶	月古
胧	月龍
胨	月東
胪	月卜尸
脶	月咼
腽	月日皿
狈	犬貝
猡	犬四夕
犸	犬馬
脸	月亼⺍一
飓	風目廾
飕	風申又
飑	風勹巳
鹏	朋鳥
狰	犬𠂊尹
鸠	九鳥
狱	犬言犬
脐	月齊
脑	月囟
脏	月广土
犷	犬广
䲢	朕魚
鰧	朕魚
腾	朕馬
狞	犬宀丁
膑	月宀斤廾
脓	月冂衤
胫	月巠
胁	月力八
猕	犬弓尔
鲠	魚一日乂
鲡	魚麗
鲆	魚干八
鲑	魚土土
鲒	魚士口
鲮	魚土八夂
鳍	魚耂日
䲠	魚廾日
鰆	魚廾日
鲭	魚青
鲰	魚耳又
鲯	魚其
鲼	魚屮貝
鲽	魚世木
鹱	鳥艸隹又
鸨	匕十鳥
鳓	魚革力
鯆	魚甫
鳕	魚雨彐
鲕	魚而
顷	匕頁
鲔	魚𠂇月
鱿	魚𠂇
鳜	魚厂屰欠
鲅	魚犬㇕
鲢	魚辵車
处	夂卜
鯱	魚虎
鲇	魚卜口
鲈	魚卜尸
鲴	魚圍古
鲤	魚里
鲱	魚非
鳂	魚田衤
鲳	魚昌
鳗	魚日四又
尔	尔
鲲	魚日比
鲁	魚日
迩	辵尔
鳃	魚田心
鲣	魚二又土
鳎	魚日羽
龟	龜
鲷	魚用口
鲖	魚同
奂	𠂊冂大
鳏	魚四水
岛	鳥山
负	𠂊貝
觯	角八甲一
稣	魚禾
颖	匕禾頁
鳅	魚禾火
鲧	魚丿糸
鱮	魚臼牙廾
鳇	魚白王
鲋	魚人寸
鲌	魚白
鲵	魚臼儿
燄	𠂊臼火火
鷈	鳥𠂆虎
鳐	魚爪缶
凫	鳥几
毕	畢
鲦	魚夂木
𬶋	魚勹口
鲍	魚勹巳
贸	卯貝
鲚	魚齊
鲂	魚方
鲜	魚羊
鳟	魚八酉寸
鳞	魚米舛
鳝	魚善
鲩	魚宀一兀
鳊	魚戶冊
鸵	鳥它
刍	𠂊彐
鲟	魚彐寸
鴃	鳥夬
鲏	魚皮
鲪	魚尹口
雏	𠂊彐隹
皱	𠂊彐皮
邹	𠂊彐阝
鲫	魚艮卩
鱽	魚刀
务	夂力
鸳	夕卩鳥
匀	勹冫
鱾	魚己
乌	烏
枭	鳥木
鲐	魚厶口
𬣙	言丁一
订	言丁
诃	言丁口
评	言干八
诖	言土土
诗	言土寸
讧	言工
诘	言士口
诸	言者
诬	言工从
諸	言者丶
语	言五口
讳	言二㐄
诔	言耒
请	言青
诹	言耳又
亵	衣扌丮
讨	言寸
计	言十
谋	言甘木
谍	言世木
诺	言艸𠂇口
诂	言古
谳	言十冂半犬
谎	言艸亡巛
读	言十㇕冫大
谌	言甘匚八
𬤇	言西土
谭	言西日十
谏	言柬
斋	文而
诼	言豕
诙	言𠂇火
试	言弋工
诓	言匚王
诫	言戈廾
讶	言牙
𬣡	言戔
讴	言匚乂
谮	言旡旡日
诚	言成
讵	言巨
讣	言卜
谑	言虎爪
謼	言虎爪丁
误	言吳
颤	亠回日一頁
识	言口八
赢	贏
诽	言非
刘	文刀
栾	亦木
课	言果
亩	亠田
蛮	亦虫
谩	言日四又
谡	言田八夂
銮	亦金
诮	言小月
谓	言田月
弯	亦弓
诅	言且
诇	言冂口
𫍣	言同
讪	言山
讷	言内
挛	亦手
许	言午
话	言舌
诰	言牛口
诛	言朱
颜	立厂彡頁
诱	言禾乃
诲	言每
训	言巛
谁	言隹
剂	齊刀
谯	言隹火
謏	言申又
谕	言亼月刀
诠	言人王
认	言人
谶	言从戈韭
诊	言人彡
论	言人匕
义	丶乂
诟	言𠂆口
䜣	言斤
谣	言爪缶
诳	言犬王
讥	言几
颃	亢頁
讽	言風
诡	言𠂊厂卩
谗	言象儿冫
询	言勹日
诣	言旨
谄	言𠂊臼
谐	言比白
诋	言氏丶
诌	言𠂊彐
鴗	立鳥
鸾	亦鳥
谅	言京
谙	言立日
谚	言立厂彡
议	言丶乂
辩	辛言辛
谛	言帝
谤	言亠八冂方
访	言方
斓	文門柬
详	言羊
产	立厂
谥	言水皿
谫	言䒑月刀刀
谈	言火火
谜	言辵米
谦	言兼
𬣞	言宀一
諠	言宀二日
诨	言冂車
谴	言辵中一㠯
谊	言宀且
诧	言宀丿七
译	言又扌
诀	言夬
诐	言皮
诵	言甬
𬣳	言艮
词	言司
讯	言乙十
诏	言刀口
诞	言廴丿止
讱	言刀丶
记	言己
诒	言厶口
娈	亦女
颏	亥頁
辫	辛糸辛
庑	广無
疠	疒一力
闺	門土土
瘗	疒大䒑土
闫	門三
冯	冫馬
痨	疒艸冂力
癞	疒束𠂊貝
阑	門柬
鹇	門木鳥
头	冫大
庆	广大
库	广車
阉	門大申
庞	广龍
状	爿犬
邝	广阝
阈	門戈口一
冻	冫東
壮	爿士
阃	門圍木
闸	門甲
阊	門昌
闩	門一
闰	門王
痈	疒用
闲	門木
闽	門虫
訚	門言
闯	門馬
阀	門人戈
鹰	疒人隹鳥
瘪	疒自人匕
阋	門臼儿
闪	門人
疮	疒倉
阌	門爪冂又
疯	疒風
桨	爿夕木
奖	爿夕大
浆	爿夕水
资	冫欠貝
阎	門𠂊臼
癣	疒魚羊
净	冫𠂊尹
闹	門市
闶	門亢
阂	門亥
痫	疒門木
阅	門公儿
阐	門八甲一
瘘	疒婁
阔	門水舌
闼	門辵大
庐	广戶
闷	門心
阕	門癶天
阚	門敢
瘫	疒又隹
疡	疒昜
瘾	疒阝𠂊彐心
疖	疒卩
妆	爿女
兰	䒑二
鲞	龹魚
誊	龹言
怅	心長
鲝	羊魚
慑	心耳又又
愤	心屮貝
懒	心束𠂊貝
娄	婁
恹	心厂犬
烦	火頁
郑	䒑大阝
烧	火堯
怄	心匚乂
惭	心車斤
兑	公儿
兽	八田一口
悭	心二又土
灿	火山
惧	心目廾
恺	心山己
养	羊八
烨	火華
烃	火巠
烁	火𠂆木
焕	火𠂊冂大
恼	心囟
悯	心門文
焖	火門心
悦	心公儿
惮	心八甲一
恽	心冂車
烬	火尺冫
忆	心乙
炀	火昜
鹈	八弓丨丿鳥
递	辵八弓丨丿
惨	心厶大彡
惯	心貫
兹	䒑幺幺
举	⺍廾扌
兴	⺍廾
誉	⺍廾言
𬇕	水一力
洼	水土土
鸿	水工鳥
浃	水大䒑
𣲗	水二㐄
涛	水丰寸
沣	水丰
渍	水丰貝
滟	水丰𠂊巴
滠	水耳又又
满	水艸一冂从
滞	水帶
潇	水艸尹𣶒
泷	水龍
沥	水厂力
浇	水堯
浅	水戔
沤	水匚乂
渐	水車斤
㳚	水戈人
汇	水匚
涟	水辵車
浈	水卜貝
浊	水虫
泸	水卜尸
涠	水圍二㐄
渑	水黽
涡	水咼
湿	水日业
温	水日皿
溅	水貝戔
𬇙	水貝
滗	水竹毛
渊	水巛米
潋	水亼⺍一攴
沦	水人匕
潴	水犬者
鼗	兆十豆十又
涤	水夂木
涣	水𠂊冂大
渔	水魚
滦	水亦木
浐	水立厂
润	水門王
澜	水門柬
瀇	水广黃
涧	水門日
沩	水爲
黉	⺍冂黃
浑	水冂車
觉	⺍冂見
沪	水戶
滨	水宀斤廾
浓	水冂衤
泽	水又扌
浔	水彐寸
滩	水又隹
涨	水弓長
汤	水昜
涩	水刀丶止
烫	水昜火
渗	水厶大彡
潍	水糸隹
逦	辵麗
写	冂牙一
窍	穴工丂
窥	穴夫見
违	辵二㐄
祷	示丰寸
宝	宀玉
赛	宀甘八貝
骞	宀甘八馬
宠	宀龍
窃	穴七刀
祯	示卜貝
遗	辵中一貝
祸	示咼
褴	衤監
裆	衤小彐
视	示見
袄	衤丿大
鹤	冂隹鳥
裣	衤亼⺍一
穷	穴力
遥	辵爪缶
宾	宀斤廾
额	宀夂口頁
农	冂衤
祃	示馬
礼	示乚
裤	衤广車
禅	示八甲一
迳	辵巠
迟	辵尺
逊	辵子小
边	辵力
辽	辵了
骊	馬麗
颈	巠頁
巯	巠了巛
劲	巠力
𬴃	馬丰石
骤	馬耳又从
怼	又寸心
骐	馬其
剧	尸古刀
骑	馬大丁口
驮	馬大
戏	又戈
驱	馬匚乂
骃	馬圍大
驶	馬口乂
𬴂	馬非
骒	馬果
剥	彑刀
骡	馬田糸
驵	馬且
𬳶	馬冂口
驷	馬四
骄	馬丿大八
属	尸禹
驯	馬巛
骓	馬隹
肃	尹𣶒
骅	馬華
骢	馬囪心
驳	馬爻
屦	尸行婁
驹	馬勹口
骆	馬夂口
欢	又欠
骝	馬卯田
鸡	又鳥
驻	馬主
骍	馬辛
骧	馬衣口口甘
昼	尺日一
